,ProjectID,Project Summary,Scope and Deliverables,Theme_x,Products Involved,Required Skills and Expertise,Customer Preferences (Certifications),Integration Requirements (Expertise Areas),Customer Industry,Work Location_x,Work Flexibility_x,Languages Required,Complexity,Effort,Requested End,EmployeeID,Role Name,Role Description,Theme_y,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location_y,Work Flexibility_y,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership,Product Match Score,Location Match Score,Language Match Score,Industry Match Score,Skill Match Score,Certification Match Score,Expertise Match Score,Job Description Match Score,Cultural Awareness Score,Problem Solving Score,Leadership Score,Availability Score,Available,Product Match Score Weighted,Location Match Score Weighted,Language Match Score Weighted,Industry Match Score Weighted,Skill Match Score Weighted,Certification Match Score Weighted,Expertise Match Score Weighted,Job Description Match Score Weighted,Cultural Awareness Score Weighted,Problem Solving Score Weighted,Leadership Score Weighted,Final Score
271,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E12,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['ERP Migration Tool', 'Business Analysis Framework']","{'Change Management': 4, 'Project Management': 8, 'Workflow Optimization': 6, 'Business Analysis': 10}",['Six Sigma'],"['Business Workflow Optimization', 'ERP Systems Integration']",['Healthcare'],Berlin,onsite,"{'German': 'C2', 'Italian': 'B1', 'French': 'B2'}",2025-06-22,10,9,9,5,0.0,0.0,0.67,1.0,0.51,0.0,0.0,0.427,0.9,0.9,0.5,0.82,0,0.0,0.0,0.067,0.075,0.10200000000000001,0.0,0.0,0.06405,0.022500000000000003,0.022500000000000003,0.0125,0.3655500000000001
270,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E11,Customer Success Manager,Supports post-sales success and client satisfaction.,Sales,"['Sales Enablement Suite', 'Loyalty CRM']","{'Customer Relationship Management': 4, 'CRM Integration': 10, 'Negotiation': 6}",['Certified Sales Professional (CSP)'],"['Sales Pipeline Automation', 'Client Relationship Systems']","['Manufacturing', 'Healthcare', 'Finance']",Vienna,hybrid,"{'Italian': 'C2', 'German': 'B1'}",2025-06-15,10,9,4,1,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.514,0.9,0.4,0.1,0.91,0,0.0,0.05,0.1,0.075,0.0,0.0,0.0,0.0771,0.022500000000000003,0.010000000000000002,0.0025000000000000005,0.33710000000000007
272,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E13,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['AIScan'],"{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 5, 'Cloud Services': 6}",['ISO 27001'],['Scripting'],"['Education', 'Retail', 'Healthcare']",Berlin,hybrid,"{'Italian': 'C1', 'French': 'B1'}",2025-06-21,40,8,7,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.517,0.8,0.7,0.7,1.0,1,0.0,0.0,0.1,0.075,0.0,0.0,0.0,0.07755,0.020000000000000004,0.017499999999999998,0.017499999999999998,0.30755000000000005
260,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E1,Corporate Trainer,Designs and delivers employee training programs.,HR,['Onboarding Suite'],"{'Talent Management': 6, 'Communication Skills': 10}","['HR Analytics Certification', 'SHRM-CP']",['Employee Experience Platforms'],['Manufacturing'],Vienna,onsite,"{'French': 'C2', 'English': 'C2'}",2025-06-29,10,5,9,8,0.0,1.0,0.0,0.0,0.29,0.0,0.0,0.468,0.5,0.9,0.8,0.73,0,0.0,0.1,0.0,0.0,0.057999999999999996,0.0,0.0,0.0702,0.0125,0.022500000000000003,0.020000000000000004,0.28320000000000006
278,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E19,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['CloudSuite'],"{'Cloud Services': 7, 'API Development': 5, 'Data Analysis': 6, 'Workflow Automation': 7}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'B1', 'German': 'B2'}",2025-06-16,40,8,9,7,0.0,0.0,0.67,1.0,0.0,0.0,0.0,0.504,0.8,0.9,0.7,1.0,1,0.0,0.0,0.067,0.075,0.0,0.0,0.0,0.0756,0.020000000000000004,0.022500000000000003,0.017499999999999998,0.27760000000000007
274,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E15,Senior HR Manager,Manages HR operations and employee relations.,HR,"['Employee Experience Platform', 'Onboarding Suite', 'HRIS Plus']","{'Talent Management': 10, 'Organizational Development': 10, 'Communication Skills': 8}",['HR Analytics Certification'],['Organizational Development Systems'],"['Manufacturing', 'Education', 'Finance']",Berlin,onsite,"{'English': 'C2', 'Italian': 'B1'}",2025-06-04,20,9,5,4,0.0,0.0,0.67,0.0,0.29,0.0,0.0,0.415,0.9,0.5,0.4,1.0,1,0.0,0.0,0.067,0.0,0.057999999999999996,0.0,0.0,0.06224999999999999,0.022500000000000003,0.0125,0.010000000000000002,0.23225
261,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'Data Analysis': 7, 'Cloud Services': 9}","['ISO 27001', 'Microsoft Azure Certification']",['Scripting'],"['Retail', 'Education']",Berlin,onsite,"{'French': 'C2', 'Italian': 'C2', 'English': 'C2'}",2025-06-27,30,10,10,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.504,1.0,1.0,0.1,1.0,1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0756,0.025,0.025,0.0025000000000000005,0.2281
263,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E4,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['CloudSuite', 'IntegrationHub', 'Workflow2000']","{'API Development': 4, 'Data Analysis': 6, 'Workflow Automation': 8, 'IT Infrastructure': 9}","['ITIL', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",['Finance'],Vienna,onsite,"{'French': 'C1', 'English': 'A1'}",2025-06-18,30,4,2,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.481,0.4,0.2,0.7,1.0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07214999999999999,0.010000000000000002,0.005000000000000001,0.017499999999999998,0.20465
265,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E6,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['AIScan', 'Workflow2000']","{'Data Analysis': 10, 'Cloud Services': 5, 'API Development': 6, 'IT Infrastructure': 7, 'Workflow Automation': 8}","['ISO 27001', 'Microsoft Azure Certification']","['Networking', 'API Integration']","['Finance', 'Manufacturing']",Berlin,hybrid,"{'French': 'B1', 'Italian': 'B2'}",2025-06-11,20,3,9,7,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.49,0.3,0.9,0.7,1.0,1,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0735,0.0075,0.022500000000000003,0.017499999999999998,0.204
273,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E14,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 9, 'API Development': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Networking']","['Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-09,40,1,2,6,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.524,0.1,0.2,0.6,1.0,1,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0786,0.0025000000000000005,0.005000000000000001,0.015,0.18410000000000004
262,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E3,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Workflow Optimization': 6, 'Strategic Planning': 6, 'Business Analysis': 6, 'Project Management': 9}",['PMP'],['Strategic Planning'],"['Retail', 'Education', 'Finance']",London,remote,{'German': 'A1'},2025-06-16,40,9,5,10,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.427,0.9,0.5,1.0,1.0,1,0.0,0.0,0.0,0.0,0.057999999999999996,0.0,0.0,0.06405,0.022500000000000003,0.0125,0.025,0.18205
266,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E7,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['IntegrationHub', 'Workflow2000', 'Print2.0']","{'IT Infrastructure': 7, 'Data Analysis': 8, 'Workflow Automation': 5}",['ISO 27001'],['Cybersecurity'],['Manufacturing'],London,remote,"{'Italian': 'A2', 'German': 'B2', 'English': 'C2'}",2025-06-18,10,6,10,6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.481,0.6,1.0,0.6,0.87,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.07214999999999999,0.015,0.025,0.015,0.17714999999999997
268,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E9,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'IntegrationHub']","{'API Development': 4, 'IT Infrastructure': 4}","['Microsoft Azure Certification', 'ISO 27001']",['Cybersecurity'],['Retail'],Vienna,hybrid,{'French': 'A2'},2025-06-20,30,2,9,8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.524,0.2,0.9,0.8,1.0,1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0786,0.005000000000000001,0.022500000000000003,0.020000000000000004,0.17609999999999998
275,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E16,Corporate Trainer,Designs and delivers employee training programs.,HR,"['Onboarding Suite', 'HRIS Plus', 'Employee Experience Platform']","{'Talent Management': 8, 'Communication Skills': 9, 'Organizational Development': 7, 'Digital HR': 8}","['PMP', 'SHRM-CP']",['HRIS Systems'],"['Manufacturing', 'Retail', 'Finance']",London,onsite,{'English': 'C2'},2025-06-25,30,1,9,4,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.468,0.1,0.9,0.4,1.0,1,0.0,0.0,0.0,0.0,0.057999999999999996,0.0,0.0,0.0702,0.0025000000000000005,0.022500000000000003,0.010000000000000002,0.16319999999999998
267,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E8,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['Workflow2000'],"{'Workflow Automation': 10, 'Cloud Services': 4, 'API Development': 10, 'IT Infrastructure': 10, 'Data Analysis': 9}","['Microsoft Azure Certification', 'ISO 27001']",['Networking'],"['Manufacturing', 'Education']",Berlin,onsite,"{'Italian': 'A2', 'English': 'A2', 'French': 'B1'}",2025-06-05,30,7,1,5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.517,0.7,0.1,0.5,1.0,1,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.07755,0.017499999999999998,0.0025000000000000005,0.0125,0.16005
276,P14,Content library migration,Migrate marketing content to new CMS,Marketing,['Digital Campaign Manager'],"{'Content Strategy': 8, 'SEO Optimization': 6, 'Branding': 8, 'Camapign Management': 6, 'Copywritnig': 7}","['Digital Marketing Certification', 'Google Ads Certification']",['Content Management Systems'],Healthcrae,Vienna,onsite,{'Italian': 'C1'},7,110,2025-08-24,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.524,0.6,0.3,0.1,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0786,0.015,0.0075,0.0025000000000000005,0.1036
281,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E2,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,"['CloudSuite', 'Workflow2000', 'Print2.0']","{'Data Analysis': 7, 'Cloud Services': 9}","['ISO 27001', 'Microsoft Azure Certification']",['Scripting'],"['Retail', 'Education']",Berlin,onsite,"{'French': 'C2', 'Italian': 'C2', 'English': 'C2'}",2025-06-27,30,10,10,1,0.33,1.0,0.67,1.0,1.0,1.0,0.0,0.526,1.0,1.0,0.1,1.0,1,0.033,0.1,0.067,0.075,0.2,0.1,0.0,0.0789,0.025,0.025,0.0025000000000000005,0.7064
283,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E4,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['CloudSuite', 'IntegrationHub', 'Workflow2000']","{'API Development': 4, 'Data Analysis': 6, 'Workflow Automation': 8, 'IT Infrastructure': 9}","['ITIL', 'Microsoft Azure Certification']","['Cybersecurity', 'API Integration']",['Finance'],Vienna,onsite,"{'French': 'C1', 'English': 'A1'}",2025-06-18,30,4,2,7,0.33,1.0,0.33,0.0,1.0,1.0,1.0,0.548,0.4,0.2,0.7,1.0,1,0.033,0.1,0.033,0.0,0.2,0.1,0.1,0.08220000000000001,0.010000000000000002,0.005000000000000001,0.017499999999999998,0.6807
285,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E6,IT Systems Engineer,Maintains and optimizes internal IT infrastructure.,Technical,"['AIScan', 'Workflow2000']","{'Data Analysis': 10, 'Cloud Services': 5, 'API Development': 6, 'IT Infrastructure': 7, 'Workflow Automation': 8}","['ISO 27001', 'Microsoft Azure Certification']","['Networking', 'API Integration']","['Finance', 'Manufacturing']",Berlin,hybrid,"{'French': 'B1', 'Italian': 'B2'}",2025-06-11,20,3,9,7,0.33,1.0,0.67,0.0,1.0,1.0,0.5,0.507,0.3,0.9,0.7,1.0,1,0.033,0.1,0.067,0.0,0.2,0.1,0.05,0.07604999999999999,0.0075,0.022500000000000003,0.017499999999999998,0.6735499999999999
293,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E14,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'Workflow2000']","{'Workflow Automation': 6, 'Cloud Services': 9, 'API Development': 6}","['ISO 27001', 'Microsoft Azure Certification']","['Cybersecurity', 'Networking']","['Finance', 'Manufacturing']",Vienna,remote,{'Italian': 'B2'},2025-06-09,40,1,2,6,0.33,1.0,0.33,0.0,1.0,1.0,0.5,0.609,0.1,0.2,0.6,1.0,1,0.033,0.1,0.033,0.0,0.2,0.1,0.05,0.09135,0.0025000000000000005,0.005000000000000001,0.015,0.62985
292,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E13,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['AIScan'],"{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 5, 'Cloud Services': 6}",['ISO 27001'],['Scripting'],"['Education', 'Retail', 'Healthcare']",Berlin,hybrid,"{'Italian': 'C1', 'French': 'B1'}",2025-06-21,40,8,7,7,0.33,1.0,0.67,1.0,1.0,0.0,0.0,0.664,0.8,0.7,0.7,1.0,1,0.033,0.1,0.067,0.075,0.2,0.0,0.0,0.09960000000000001,0.020000000000000004,0.017499999999999998,0.017499999999999998,0.6295999999999999
286,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E7,Solution Architect,Designs high-level technical solutions for enterprise customers.,Technical,"['IntegrationHub', 'Workflow2000', 'Print2.0']","{'IT Infrastructure': 7, 'Data Analysis': 8, 'Workflow Automation': 5}",['ISO 27001'],['Cybersecurity'],['Manufacturing'],London,remote,"{'Italian': 'A2', 'German': 'B2', 'English': 'C2'}",2025-06-18,10,6,10,6,0.67,1.0,0.67,0.0,1.0,0.0,0.5,0.548,0.6,1.0,0.6,0.87,0,0.067,0.1,0.067,0.0,0.2,0.0,0.05,0.08220000000000001,0.015,0.025,0.015,0.6212000000000001
298,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E19,Technical Support Specialist,Resolves technical issues reported by customers.,Technical,['CloudSuite'],"{'Cloud Services': 7, 'API Development': 5, 'Data Analysis': 6, 'Workflow Automation': 7}",['ISO 27001'],"['API Integration', 'Cybersecurity']","['Education', 'Finance', 'Healthcare']",Berlin,hybrid,"{'English': 'B2', 'Italian': 'B1', 'German': 'B2'}",2025-06-16,40,8,9,7,0.0,1.0,0.67,0.0,1.0,0.0,1.0,0.526,0.8,0.9,0.7,1.0,1,0.0,0.1,0.067,0.0,0.2,0.0,0.1,0.0789,0.020000000000000004,0.022500000000000003,0.017499999999999998,0.6058999999999999
287,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E8,Field Support Engineer,Provides onsite technical support for Canon products.,Technical,['Workflow2000'],"{'Workflow Automation': 10, 'Cloud Services': 4, 'API Development': 10, 'IT Infrastructure': 10, 'Data Analysis': 9}","['Microsoft Azure Certification', 'ISO 27001']",['Networking'],"['Manufacturing', 'Education']",Berlin,onsite,"{'Italian': 'A2', 'English': 'A2', 'French': 'B1'}",2025-06-05,30,7,1,5,0.0,1.0,0.67,0.0,1.0,1.0,0.0,0.664,0.7,0.1,0.5,1.0,1,0.0,0.1,0.067,0.0,0.2,0.1,0.0,0.09960000000000001,0.017499999999999998,0.0025000000000000005,0.0125,0.5990999999999999
288,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E9,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['AIScan', 'IntegrationHub']","{'API Development': 4, 'IT Infrastructure': 4}","['Microsoft Azure Certification', 'ISO 27001']",['Cybersecurity'],['Retail'],Vienna,hybrid,{'French': 'A2'},2025-06-20,30,2,9,8,0.67,1.0,0.33,1.0,0.0,1.0,0.5,0.609,0.2,0.9,0.8,1.0,1,0.067,0.1,0.033,0.075,0.0,0.1,0.05,0.09135,0.005000000000000001,0.022500000000000003,0.020000000000000004,0.56385
296,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E17,Solutions Support Consultant,Provides technical guidance and second-line support for Canon solutions during and after customer deployment.,Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 10, 'Workflow Automation': 8, 'API Development': 9, 'Cloud Services': 10}",['ITIL'],"['Scripting', 'API Integration']",['Education'],London,hybrid,{'French': 'B2'},2025-06-20,30,6,3,1,0.33,1.0,0.33,0.0,1.0,0.0,0.5,0.609,0.6,0.3,0.1,1.0,1,0.033,0.1,0.033,0.0,0.2,0.0,0.05,0.09135,0.015,0.0075,0.0025000000000000005,0.5323499999999999
282,P15,Onsite print solutions setup,Install Print2.0 platform for retail client,Technical,"['AIScan', 'IntegratoinHub', 'Print2.0']","{'lCoud Services': 9, 'Dtaa Analysis': 10, 'Workflow Automaiton': 8}",['Microsoft Azure Certification'],"['Cybersecurity', 'API Integration']",Retail,Vienna,remote,"{'French': 'A2', 'German': 'A2', 'Italian': 'A2'}",1,90,2025-08-12,E3,Strategy Consultant,Advises leadership on business growth and optimization strategies.,Consulting,"['Business Analysis Framework', 'ERP Migration Tool', 'Strategy Kit']","{'Workflow Optimization': 6, 'Strategic Planning': 6, 'Business Analysis': 6, 'Project Management': 9}",['PMP'],['Strategic Planning'],"['Retail', 'Education', 'Finance']",London,remote,{'German': 'A1'},2025-06-16,40,9,5,10,0.0,1.0,0.28,1.0,1.0,0.0,0.0,0.406,0.9,0.5,1.0,1.0,1,0.0,0.1,0.028000000000000004,0.075,0.2,0.0,0.0,0.0609,0.022500000000000003,0.0125,0.025,0.5239
