EmployeeID,Role Name,Role Description,Theme,Products Experience,Core Competencies,External/Internal Certifications,Expertise Areas,Industry Experience,Work Location,Work Flexibility,Languages Known,Available From,Weekly Availability in Hours,Cultural Awareness,Problem Solving,Leadership
E074,Digital Marketing Specialist,"I'm a marketing professional with extensive experience developing and executing successful online campaigns across diverse sectors including healthcare, finance, and education.  My expertise spans SEO optimization, content strategy, and branding, leveraging tools like Content CMS and Digital Campaign Manager to drive results. I'm confident in my ability to contribute significantly to projects requiring strong campaign management and impactful content creation, and I'm eager to utilize my skills to support team goals.",Marketing,"['Content CMS', 'Digital Campaign Manager', 'SEO Toolkit']","{'Branding': 5, 'Copywriting': 4, 'Content Strategy': 5, 'SEO Optimization': 5, 'Campaign Management': 5}","['Digital Marketing Certification', 'HubSpot Marketing Certification']","['SEO Optimization', 'Social Media Integration']","['Healthcare', 'Finance', 'Education']",Berlin,onsite,{'French': 'C1'},2025-06-08,20,10,4,4
E075,Solutions Support Consultant,"I am a highly proficient technical specialist with extensive experience in manufacturing environments, leveraging my skills in API development, IT infrastructure, and workflow automation to ensure seamless system deployments and ongoing support.  My expertise with solutions like AIScan, Workflow2000, and IntegrationHub allows me to provide effective second-line support and technical guidance to colleagues and clients, resolving complex issues and optimizing system performance. I'm confident in my ability to contribute significantly to projects requiring robust IT infrastructure and efficient workflow processes.  I thrive in collaborative environments and am eager to contribute my data analysis skills to improve operational efficiency.",Technical,"['AIScan', 'Workflow2000', 'IntegrationHub']","{'API Development': 5, 'IT Infrastructure': 8, 'Workflow Automation': 7, 'Data Analysis': 5}",['Microsoft Azure Certification'],"['Scripting', 'API Integration']",['Manufacturing'],London,onsite,"{'English': 'B1', 'German': 'A2', 'Italian': 'A2'}",2025-06-18,10,10,7,1
E076,Field Support Engineer,"I am a technically proficient individual with extensive experience supporting workflow optimization in the education sector, leveraging my expertise in products like Workflow2000, AIScan, and Print2.0.  My core strengths lie in cloud services and workflow automation, allowing me to efficiently troubleshoot and improve technical processes. I'm confident in contributing to projects requiring data analysis and streamlining workflows, and eager to apply my skills to enhance our technical support capabilities.  My experience directly translates to improving efficiency and resolving technical challenges for our clients.",Technical,"['Workflow2000', 'AIScan', 'Print2.0']","{'Cloud Services': 10, 'Workflow Automation': 8, 'Data Analysis': 5}","['Microsoft Azure Certification', 'ISO 27001']",['Scripting'],['Education'],Berlin,remote,"{'German': 'B2', 'English': 'A2', 'Italian': 'A1'}",2025-06-13,40,8,1,1
E077,Project Manager,"I am a consultant specializing in healthcare IT, with proven success in project delivery using tools like Strategy Kit and ERP Migration Tool.  My strengths lie in expertly managing projects (level 5), driving organizational change (level 7), and streamlining workflows (level 4) to deliver exceptional results. I thrive in collaborative environments and excel at coordinating cross-functional teams to ensure projects are completed on time and within budget, contributing significantly to improved efficiency and positive outcomes for our clients.",Consulting,"['Strategy Kit', 'ERP Migration Tool']","{'Project Management': 5, 'Change Management': 7, 'Workflow Optimization': 4}","['PMP', 'Business Analysis Certification']",['Business Workflow Optimization'],['Healthcare'],London,hybrid,"{'English': 'C2', 'Italian': 'C1'}",2025-05-29,10,8,10,1
E078,Field Support Engineer,"I am a highly skilled technical professional with extensive experience in workflow automation and data analysis, particularly within the manufacturing and finance sectors.  My expertise in tools like Workflow2000 and AIScan allows me to streamline processes and extract valuable insights, contributing significantly to efficiency improvements in relevant projects.  I possess exceptional API development skills and a solid understanding of IT infrastructure and cloud services, enabling me to effectively support and develop technical solutions. I'm eager to leverage my abilities to contribute to projects requiring advanced data analysis and process automation.",Technical,"['Workflow2000', 'AIScan']","{'IT Infrastructure': 7, 'Workflow Automation': 9, 'Data Analysis': 10, 'Cloud Services': 6, 'API Development': 10}","['ISO 27001', 'ITIL']","['API Integration', 'Networking']","['Manufacturing', 'Finance']",Vienna,remote,{'German': 'B1'},2025-05-31,10,10,4,3
E079,Project Manager,"I am a seasoned consultant with extensive experience in ERP migration projects, specifically leveraging my expertise with [ERP Migration Tool Name]. My core strengths lie in meticulous project management (5/5) and expertly navigating organizational change (4/5), ensuring seamless transitions within diverse environments like Education and Finance.  I excel at overseeing project delivery and coordinating cross-functional teams to achieve successful outcomes, consistently delivering on time and within budget.",Consulting,['ERP Migration Tool'],"{'Change Management': 4, 'Project Management': 5}",['PMP'],['ERP Systems Integration'],"['Education', 'Finance']",Berlin,onsite,"{'Italian': 'B2', 'German': 'A1', 'French': 'B1'}",2025-06-11,40,8,4,5
E080,Sales Account Manager,"I am a highly skilled sales professional with extensive experience in the finance industry, specializing in leveraging CRM Pro to manage customer accounts and drive sales processes.  My expertise in CRM integration, coupled with exceptional negotiation skills, allows me to effectively build strong customer relationships and close deals. I'm confident in my ability to contribute significantly to projects requiring strategic account management and sales optimization, and eager to leverage my skills to further our team's success.",Sales,['CRM Pro'],"{'CRM Integration': 4, 'Negotiation': 9, 'Customer Relationship Management': 7}",['Certified Sales Professional (CSP)'],"['CRM Integration', 'Sales Pipeline Automation']",['Finance'],Vienna,remote,"{'German': 'A1', 'French': 'A2', 'English': 'C2'}",2025-05-27,40,9,9,4
E081,Sales Account Manager,"I am a highly skilled sales professional with proven success in both the education and finance sectors, leveraging my expertise in Salesforce Light and CRM Pro to manage customer accounts effectively.  My exceptional negotiation skills (10/10) combined with strong customer relationship management (7/10) allow me to build lasting partnerships and drive significant sales growth. I'm eager to contribute to projects requiring strategic account management and impactful sales process improvement.",Sales,"['SalesForce Light', 'CRM Pro']","{'Client Management': 5, 'Customer Relationship Management': 7, 'Negotiation': 10}",['CRM Specialist Certification'],"['Sales Pipeline Automation', 'CRM Integration']","['Education', 'Finance']",London,hybrid,"{'English': 'C2', 'German': 'A1'}",2025-05-31,30,1,2,2
E082,Solutions Support Consultant,"I am a highly proficient technical specialist with extensive experience in integrating and supporting Canon solutions, particularly AIScan, IntegrationHub, and Print2.0, across the Finance and Manufacturing sectors.  My core strengths lie in API development and Cloud Services, allowing me to provide expert-level support and drive successful project deployments. I'm adept at data analysis, enabling me to identify and resolve technical issues efficiently, ensuring seamless customer experiences. I am eager to contribute my skills to projects requiring robust technical expertise and strategic problem-solving.",Technical,"['AIScan', 'IntegrationHub', 'Print2.0']","{'Data Analysis': 5, 'API Development': 10, 'Cloud Services': 10}","['ISO 27001', 'ITIL']",['API Integration'],"['Finance', 'Manufacturing']",Vienna,hybrid,"{'Italian': 'B2', 'French': 'A2'}",2025-06-02,10,10,6,6
E083,HR Business Partner,"I am a highly skilled HR professional with a strong background in organizational development and a proven track record in the finance industry.  My expertise in onboarding processes, honed through experience with our Onboarding Suite, allows me to streamline new hire experiences and boost employee engagement. I'm adept at leveraging digital HR tools and talent management strategies to improve overall HR efficiency and contribute to projects focused on developing our workforce and aligning HR strategy with business goals.  I'm eager to collaborate with leadership and contribute my skills to impactful initiatives.",HR,['Onboarding Suite'],"{'Organizational Development': 8, 'Digital HR': 7, 'Talent Management': 7, 'Communication Skills': 7}",['HR Analytics Certification'],['HRIS Systems'],['Finance'],Vienna,onsite,"{'Italian': 'C1', 'German': 'C1'}",2025-06-15,30,9,1,10
E084,Data Analyst,"I am a highly analytical IT professional with extensive experience in workflow automation and data analysis within the finance and healthcare sectors, leveraging platforms like AIScan, Workflow2000, and IntegrationHub.  My strong API development skills (9/10 proficiency) allow me to seamlessly integrate systems and deliver impactful business insights. I excel at translating complex data into actionable strategies, contributing significantly to projects requiring robust IT infrastructure and efficient workflow optimization. I'm eager to apply my expertise to drive improvements in our processes and data-driven decision making.",Technical,"['AIScan', 'Workflow2000', 'IntegrationHub']","{'IT Infrastructure': 7, 'Workflow Automation': 7, 'Data Analysis': 7, 'API Development': 9}","['Microsoft Azure Certification', 'ITIL']",['Cybersecurity'],"['Finance', 'Healthcare']",London,onsite,"{'German': 'C2', 'Italian': 'A2', 'French': 'C2'}",2025-06-13,10,3,3,9
E085,Solutions Support Consultant,"I am a technical specialist with extensive experience in streamlining workflows, particularly with Workflow2000, and a strong background supporting diverse industries like manufacturing, retail, and healthcare.  My core skills encompass data analysis, API development, and IT infrastructure management, allowing me to effectively troubleshoot complex technical issues and contribute to seamless system integrations. I'm adept at providing both proactive and reactive support, ensuring optimal performance and user satisfaction for our solutions.  I'm eager to leverage my expertise on projects requiring strong analytical and problem-solving capabilities.",Technical,['Workflow2000'],"{'Data Analysis': 7, 'API Development': 6, 'IT Infrastructure': 6}",['Microsoft Azure Certification'],['Cloud Infrastructure'],"['Manufacturing', 'Retail', 'Healthcare']",Berlin,onsite,"{'French': 'A1', 'English': 'B1'}",2025-06-01,40,4,8,3
E086,Legal Counsel,"I am a highly proficient legal professional with extensive experience in the finance industry, specializing in contract management and regulatory compliance.  My expertise in tools like Regulatory Tracker and Contract Manager Pro allows me to efficiently manage complex legal documents and ensure ongoing compliance. I excel at identifying and mitigating risk, contributing significantly to projects requiring meticulous document review and the development of compliant documentation.  My deep regulatory knowledge within the financial sector makes me a valuable asset to any team needing robust legal support.",Legal,"['Regulatory Tracker', 'Contract Manager Pro']","{'Contract Management': 4, 'Compliance Documentation': 5, 'Regulatory Knowledge': 10, 'Document Review': 5}",['GDPR Certification'],"['Contract Management Systems', 'Regulatory Compliance Tools']",['Finance'],London,hybrid,"{'German': 'C2', 'Italian': 'C2'}",2025-06-05,40,6,9,3
E087,Workflow Consultant,"I am a business analyst with a proven track record of streamlining operations across diverse sectors including education, retail, and finance.  My expertise in project management and change management allows me to effectively lead initiatives, from strategic planning through to implementation, using frameworks like Business Analysis. I leverage my strong analytical skills to identify process inefficiencies and develop impactful workflow optimization strategies, consistently delivering results that exceed expectations.",Consulting,['Business Analysis Framework'],"{'Project Management': 6, 'Business Analysis': 4, 'Workflow Optimization': 5, 'Change Management': 6, 'Strategic Planning': 8}","['Agile Practitioner', 'Six Sigma']","['ERP Systems Integration', 'Strategic Planning']","['Education', 'Retail', 'Finance']",London,hybrid,{'English': 'A1'},2025-06-13,40,9,7,8
E088,HR Business Partner,"I am an HR professional with a strong background in employee experience platforms and a proven track record across diverse industries like education, manufacturing, and retail.  My expertise lies in crafting and implementing effective talent management strategies, leveraging excellent communication skills to ensure seamless collaboration with leadership and teams. I'm eager to contribute to projects that enhance employee engagement and optimize organizational development processes, bringing my skills in communication, organizational development, and talent management to bear.",HR,['Employee Experience Platform'],"{'Communication Skills': 10, 'Organizational Development': 5, 'Talent Management': 6}",['PMP'],"['Employee Experience Platforms', 'HRIS Systems']","['Education', 'Manufacturing', 'Retail']",London,remote,"{'English': 'B2', 'German': 'A1', 'French': 'C1'}",2025-06-17,10,9,3,4
E089,Solutions Support Consultant,"I am a highly skilled technical specialist with extensive experience in workflow automation and cloud services, particularly within the Print2.0 space. My expertise in IT infrastructure and data analysis allows me to provide seamless support and guidance to clients in the finance and retail sectors, ensuring successful deployments and ongoing operational efficiency for Canon solutions.  I excel at troubleshooting complex technical issues and proactively identifying opportunities for process improvement, contributing significantly to project success. I'm eager to leverage my skills to support second-line technical support and contribute to the continued growth of our team.",Technical,['Print2.0'],"{'Workflow Automation': 10, 'Cloud Services': 10, 'Data Analysis': 5, 'IT Infrastructure': 10}","['ISO 27001', 'Microsoft Azure Certification']","['Scripting', 'Networking']","['Finance', 'Retail']",London,onsite,"{'English': 'A2', 'French': 'B2'}",2025-06-02,40,5,3,5
E090,Solutions Support Consultant,"I am a highly proficient technical specialist with extensive experience in IT infrastructure and cloud services, particularly with CloudSuite and Workflow2000.  My expertise in API development and workflow automation allows me to efficiently troubleshoot and resolve complex technical issues, ensuring smooth deployments and ongoing support for our clients.  I'm adept at leveraging data analysis to optimize system performance and contribute significantly to projects within the finance sector. I'm eager to apply my skills to challenging technical projects requiring deep infrastructure expertise.",Technical,"['CloudSuite', 'Workflow2000']","{'API Development': 4, 'Workflow Automation': 5, 'IT Infrastructure': 9, 'Cloud Services': 8, 'Data Analysis': 6}",['Microsoft Azure Certification'],"['Cybersecurity', 'Networking']",['Finance'],London,remote,"{'English': 'C1', 'Italian': 'A2'}",2025-06-03,30,5,3,8
E091,Pre-Sales Engineer,"I am a sales professional with proven success in the Education and Healthcare sectors, leveraging my expertise in Salesforce Light, Sales Enablement Suite, and CRM Pro to drive revenue growth.  My strong CRM integration skills and client management abilities allow me to build and maintain strong relationships, ultimately translating into effective solution proposals and successful demos for prospective clients. I'm eager to contribute to projects requiring high-level CRM proficiency and strategic account development.  I'm confident my skills will significantly enhance our sales team's overall effectiveness.",Sales,"['SalesForce Light', 'Sales Enablement Suite', 'CRM Pro']","{'Customer Relationship Management': 9, 'Client Management': 8, 'CRM Integration': 9, 'Negotiation': 4}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']","['CRM Integration', 'Sales Pipeline Automation']","['Education', 'Healthcare']",Vienna,remote,"{'English': 'B2', 'German': 'A1'}",2025-06-06,30,10,6,7
E092,Integration Developer,"I am a technical specialist with proven experience developing integrations, particularly with AIScan and IntegrationHub, within the healthcare industry.  My strong data analysis skills (10/10) allow me to efficiently troubleshoot and optimize system performance, while my IT infrastructure knowledge (5/10) supports seamless integration with various third-party systems. I'm eager to contribute to projects requiring robust integration solutions and am confident in my ability to deliver reliable, high-quality results.",Technical,"['AIScan', 'IntegrationHub']","{'Data Analysis': 10, 'IT Infrastructure': 5}",['ISO 27001'],"['Cloud Infrastructure', 'API Integration']",['Healthcare'],Vienna,hybrid,{'English': 'A1'},2025-05-24,40,2,7,7
E093,Solutions Support Consultant,"I am a technical specialist with a strong background in Print2.0 solutions, particularly within the education sector.  My expertise in data analysis (expert level) allows me to optimize workflows and identify areas for improvement in our Canon deployments, leveraging my skills in cloud services and workflow automation. I'm eager to contribute to projects requiring advanced troubleshooting and technical guidance, ensuring smooth implementation and ongoing support for our clients.",Technical,['Print2.0'],"{'Cloud Services': 5, 'Data Analysis': 9, 'Workflow Automation': 5}","['Microsoft Azure Certification', 'ISO 27001']",['Scripting'],['Education'],Vienna,onsite,"{'German': 'A1', 'English': 'A2', 'French': 'B1'}",2025-05-26,20,1,9,2
E094,Legal Counsel,"I am a legal professional with extensive experience in compliance, particularly within the education, finance, and retail sectors.  My expertise lies in regulatory knowledge and compliance documentation, ensuring our organization maintains adherence to relevant laws and regulations. I excel at contract review and management, contributing significantly to projects requiring thorough legal due diligence and risk mitigation within our Compliance Suite.  I'm eager to leverage my skills to support and strengthen our legal team's efforts.",Legal,['Compliance Suite'],"{'Compliance Documentation': 5, 'Regulatory Knowledge': 10, 'Document Review': 7, 'Contract Management': 4}",['Contract Law Certification'],['Document Archiving'],"['Education', 'Finance', 'Retail']",Berlin,remote,"{'Italian': 'B1', 'English': 'C2', 'German': 'C2'}",2025-06-09,40,4,8,7
E095,Solution Architect,"I am a highly proficient technical specialist with extensive experience in Print2.0 solutions, boasting expert-level API development and IT infrastructure skills.  My data analysis capabilities allow me to effectively interpret complex datasets to inform design choices and optimize performance across various projects within retail, finance, and education sectors. I'm eager to contribute my expertise to designing and implementing high-level technical solutions for our enterprise clients, ensuring seamless integration and optimal functionality.",Technical,['Print2.0'],"{'API Development': 9, 'Data Analysis': 6, 'IT Infrastructure': 9}","['ISO 27001', 'Microsoft Azure Certification']","['Scripting', 'Cybersecurity']","['Retail', 'Finance', 'Education']",Vienna,hybrid,"{'German': 'C2', 'French': 'B2', 'Italian': 'A1'}",2025-05-21,20,6,7,2
E096,Solutions Support Consultant,"I am a technical specialist with proven experience integrating and supporting Canon solutions, particularly IntegrationHub, AIScan, and Print2.0, within the education sector.  My strengths lie in API development and workflow automation, allowing me to efficiently troubleshoot complex issues and provide second-line support to ensure smooth customer deployments. I'm eager to contribute my expertise to projects requiring seamless system integration and streamlined workflows.",Technical,"['IntegrationHub', 'AIScan', 'Print2.0']","{'API Development': 6, 'Workflow Automation': 7}","['Microsoft Azure Certification', 'ITIL']",['Cybersecurity'],['Education'],Berlin,hybrid,"{'Italian': 'A1', 'German': 'A1', 'English': 'A1'}",2025-06-04,10,9,4,2
E097,Integration Developer,"I am a highly proficient Workflow Automation specialist with extensive experience in cloud services, particularly leveraging my expertise in Workflow2000 within the education sector.  My key contributions involve designing and implementing seamless integrations, ensuring optimal system performance and data flow. I'm eager to apply my skills to projects requiring sophisticated workflow automation and cloud-based solutions,  and I'm particularly interested in developing integrations for Canon products.",Technical,['Workflow2000'],"{'Workflow Automation': 10, 'Cloud Services': 10}","['Microsoft Azure Certification', 'ISO 27001']","['Scripting', 'Networking']",['Education'],Berlin,hybrid,"{'English': 'B2', 'French': 'B1', 'German': 'B1'}",2025-06-10,30,9,9,7
E098,Solutions Support Consultant,"I am a technical specialist with proven expertise in deploying and supporting Canon solutions, particularly within retail and manufacturing environments.  My skills in cloud services and workflow automation (Workflow2000, AIScan) are highly developed, enabling me to provide effective second-line support and technical guidance to customers.  I'm confident in my ability to contribute significantly to projects requiring seamless integration of workflow automation and cloud-based solutions.  I am eager to leverage my experience to improve customer satisfaction and streamline technical processes.",Technical,"['AIScan', 'Workflow2000']","{'Cloud Services': 4, 'Workflow Automation': 5}",['ISO 27001'],['Scripting'],"['Retail', 'Manufacturing']",London,hybrid,{'English': 'A2'},2025-05-26,20,8,2,7
E099,Strategy Consultant,"I am a management consultant with proven success in optimizing business processes across diverse industries like manufacturing, healthcare, and finance.  My expertise lies in leveraging tools like the Strategy Kit and ERP Migration Tool to drive significant improvements, particularly in change management and workflow optimization. I excel at guiding leadership through strategic initiatives, ensuring seamless project execution and delivering tangible results.  I'm confident in contributing to projects requiring strong project and change management skills.",Consulting,"['Strategy Kit', 'ERP Migration Tool']","{'Change Management': 8, 'Project Management': 5, 'Workflow Optimization': 9}","['Agile Practitioner', 'PMP']",['Strategic Planning'],"['Manufacturing', 'Healthcare', 'Finance']",Berlin,onsite,"{'German': 'A1', 'Italian': 'B2', 'English': 'C1'}",2025-05-30,40,2,4,10
E100,Pre-Sales Engineer,"I am a highly skilled sales professional with a proven track record in Education, Retail, and Finance, adept at crafting compelling technical demos and solution proposals using platforms like Salesforce Light, Loyalty CRM, and Sales Enablement Suites.  My strong negotiation skills (7/7) and CRM integration expertise (7/7) allow me to effectively manage client relationships (7/7) and contribute significantly to sales projects requiring seamless CRM implementation and persuasive presentations. I'm eager to leverage my experience to drive revenue growth and enhance customer satisfaction.",Sales,"['Loyalty CRM', 'Sales Enablement Suite', 'SalesForce Light']","{'Negotiation': 7, 'CRM Integration': 7, 'Customer Relationship Management': 5, 'Client Management': 7}","['Certified Sales Professional (CSP)', 'CRM Specialist Certification']",['CRM Integration'],"['Education', 'Retail', 'Finance']",Vienna,onsite,"{'French': 'A2', 'German': 'C2'}",2025-05-23,20,6,1,1
E101,Digital Marketing Specialist,"I am a marketing professional with a proven track record in social media management and a strong background in the healthcare industry.  My expertise lies in developing and executing effective branding and SEO strategies, coupled with campaign management skills to drive results. I'm confident in contributing to projects requiring strong content strategy and impactful online campaigns, leveraging my skills to boost brand visibility and engagement.",Marketing,['Social Media Manager'],"{'SEO Optimization': 7, 'Branding': 9, 'Content Strategy': 5, 'Campaign Management': 7}",['Google Ads Certification'],"['Content Management Systems', 'Social Media Integration']",['Healthcare'],Vienna,onsite,"{'German': 'C1', 'Italian': 'B2', 'French': 'A2'}",2025-06-01,30,8,4,7
E102,Strategy Consultant,"I am a seasoned business consultant with extensive experience in Retail and Finance, specializing in strategic planning and workflow optimization.  My expertise in utilizing tools like Strategy Kit and ERP Migration Tools allows me to deliver impactful results on projects requiring robust project and change management (I'd rate my proficiency an 8/10!). I excel at translating complex business challenges into actionable strategies, advising leadership on growth initiatives and driving efficient process improvements, consistently exceeding expectations.",Consulting,"['Strategy Kit', 'ERP Migration Tool']","{'Project Management': 5, 'Change Management': 8, 'Strategic Planning': 6, 'Business Analysis': 10, 'Workflow Optimization': 9}","['Agile Practitioner', 'PMP']","['Business Workflow Optimization', 'Strategic Planning']","['Retail', 'Finance']",Vienna,hybrid,{'French': 'A1'},2025-06-14,10,6,8,3
E103,Sales Account Manager,"I'm a highly experienced Client Manager with a proven track record in the education sector, specializing in maximizing sales through effective CRM integration and client relationship management.  My expertise in Sales Enablement Suites and Loyalty CRMs allows me to streamline sales processes and drive significant revenue growth. I'm confident in my ability to contribute immediately to projects requiring strong client management and negotiation skills, and I'm eager to leverage my deep knowledge of CRM systems to optimize our sales strategies.",Sales,"['Sales Enablement Suite', 'Loyalty CRM']","{'Customer Relationship Management': 5, 'CRM Integration': 7, 'Client Management': 9, 'Negotiation': 4}",['Certified Sales Professional (CSP)'],['Client Relationship Systems'],['Education'],Vienna,hybrid,{'German': 'C1'},2025-06-13,20,8,5,2
E104,Customer Success Manager,"I am a client-focused sales professional with extensive experience in Finance, Manufacturing, and Retail, leveraging CRM platforms like Salesforce Light, CRM Pro, and Loyalty CRM to build strong client relationships. My expertise lies in customer relationship management and client retention, ensuring post-sales success and exceeding client expectations.  I'm proficient in managing client accounts and contribute effectively to projects requiring strong communication and negotiation skills, focusing on building long-term partnerships.  I'm eager to contribute to projects that utilize my CRM expertise and enhance client satisfaction.",Sales,"['CRM Pro', 'SalesForce Light', 'Loyalty CRM']","{'Client Management': 8, 'Customer Relationship Management': 10, 'Negotiation': 5}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']",['CRM Integration'],"['Finance', 'Manufacturing', 'Retail']",Vienna,hybrid,{'German': 'A1'},2025-06-10,20,5,4,9
E105,Project Manager,"I am a seasoned consultant with extensive experience in streamlining operations within the manufacturing and education sectors, leveraging tools like Strategy Kit, ERP Migration Tool, and a robust Business Analysis Framework.  My expertise lies in strategic planning, project management, and business analysis, enabling me to effectively lead cross-functional teams and deliver projects on time and within budget.  I excel at navigating complex change management initiatives and am confident in my ability to contribute significantly to your organization's strategic goals.",Consulting,"['Strategy Kit', 'ERP Migration Tool', 'Business Analysis Framework']","{'Strategic Planning': 6, 'Project Management': 7, 'Business Analysis': 9, 'Change Management': 7}","['Business Analysis Certification', 'Agile Practitioner']",['Business Workflow Optimization'],"['Manufacturing', 'Education']",Berlin,onsite,{'Italian': 'C2'},2025-06-14,20,3,1,4
E106,Technical Support Specialist,I am a highly skilled IT Infrastructure specialist with extensive experience in resolving complex technical issues across retail and healthcare sectors. My expertise in cloud services and proven track record supporting Print2.0 and Workflow2000 solutions allow me to contribute significantly to projects requiring robust technical support and efficient workflow optimization. I'm eager to leverage my skills to improve our systems and enhance customer satisfaction.  I'm particularly adept at troubleshooting and resolving problems related to IT infrastructure.,Technical,"['Print2.0', 'Workflow2000']","{'Cloud Services': 7, 'IT Infrastructure': 9}",['ISO 27001'],['API Integration'],"['Retail', 'Healthcare']",Berlin,remote,{'French': 'A1'},2025-06-02,20,5,6,8
E107,Pre-Sales Engineer,"I am a sales professional with a strong background in retail, finance, and manufacturing, and proven expertise in leveraging SalesForce Light, Sales Enablement Suite, and Loyalty CRM systems.  My core strengths lie in CRM integration and strategic negotiation, allowing me to effectively manage client relationships and contribute to successful project outcomes.  I'm confident in my ability to develop compelling technical demos and proposals, driving growth and enhancing client satisfaction.",Sales,"['SalesForce Light', 'Sales Enablement Suite', 'Loyalty CRM']","{'CRM Integration': 10, 'Negotiation': 5, 'Client Management': 4}",['CRM Specialist Certification'],['Client Relationship Systems'],"['Retail', 'Finance', 'Manufacturing']",Berlin,onsite,{'English': 'A1'},2025-05-27,10,1,1,5
E108,Digital Marketing Specialist,"I am a marketing professional with a proven track record in developing and executing successful online campaigns across diverse industries including education, manufacturing, and healthcare.  My expertise lies in SEO optimization, content strategy, and campaign management, leveraging tools like SEO toolkits and social media platforms to drive brand awareness and engagement. I'm confident in contributing significantly to projects requiring strong digital marketing skills and a data-driven approach to achieving business objectives.  I'm eager to apply my skills to enhance our company's online presence and marketing performance.",Marketing,"['Social Media Manager', 'SEO Toolkit']","{'SEO Optimization': 7, 'Content Strategy': 7, 'Copywriting': 5, 'Campaign Management': 7}",['HubSpot Marketing Certification'],['Content Management Systems'],"['Education', 'Manufacturing', 'Healthcare']",Vienna,remote,"{'French': 'B2', 'Italian': 'C2', 'German': 'B1'}",2025-05-26,20,6,8,9
E109,IT Systems Engineer,"I am a highly skilled IT infrastructure specialist with extensive experience optimizing internal systems, leveraging my expertise in Cloud Services and API Development to streamline workflows.  My proven track record with IntegrationHub, AIScan, and Workflow2000 demonstrates my ability to integrate and improve complex systems within Finance and Retail environments.  I'm confident in contributing to projects requiring robust infrastructure solutions and efficient automation, applying my strong Workflow Automation skills to enhance operational efficiency.",Technical,"['IntegrationHub', 'AIScan', 'Workflow2000']","{'Cloud Services': 6, 'IT Infrastructure': 6, 'API Development': 5, 'Workflow Automation': 4}",['ISO 27001'],"['Networking', 'Cloud Infrastructure']","['Finance', 'Retail']",Berlin,remote,{'German': 'B1'},2025-06-12,20,8,9,3
E110,Sales Account Manager,"I am a highly skilled sales professional with a proven track record in both the finance and retail sectors, adept at managing customer accounts and driving sales growth.  My expertise in CRM Pro, coupled with my advanced negotiation and client management skills, allows me to seamlessly integrate new CRM systems and maximize customer relationships. I'm confident in my ability to contribute significantly to projects requiring strategic account management and sales process optimization.  I'm eager to leverage my strengths to help the team achieve its sales targets.",Sales,['CRM Pro'],"{'Customer Relationship Management': 9, 'CRM Integration': 4, 'Negotiation': 9, 'Client Management': 9}","['CRM Specialist Certification', 'Certified Sales Professional (CSP)']","['Sales Pipeline Automation', 'Client Relationship Systems']","['Finance', 'Retail']",London,remote,{'German': 'A2'},2025-06-15,40,4,1,10
E111,IT Systems Engineer,"I am a highly proficient API developer with a strong background in streamlining workflows and optimizing IT infrastructure, leveraging my expertise in Print2.0, AIScan, and IntegrationHub.  My skills in API development (9/10), combined with experience in workflow automation and cloud services, allow me to contribute significantly to projects requiring seamless data integration and efficient process automation across Retail and Healthcare sectors.  I'm eager to apply my technical abilities to enhance our systems and improve operational efficiency.",Technical,"['Print2.0', 'AIScan', 'IntegrationHub']","{'API Development': 9, 'Workflow Automation': 5, 'Cloud Services': 4, 'Data Analysis': 4}",['ISO 27001'],['API Integration'],"['Retail', 'Healthcare']",Berlin,onsite,"{'Italian': 'B1', 'English': 'C2'}",2025-05-20,20,8,9,10
E112,Sales Account Manager,"I am a highly skilled sales professional with extensive experience across retail, manufacturing, and healthcare, proficient in utilizing CRM Pro to manage customer accounts.  My exceptional negotiation skills (9/10) allow me to consistently close deals and exceed targets, while my strong client management abilities (4/10) ensure lasting relationships and repeat business. I'm eager to contribute to projects requiring strategic account management and complex sales negotiations, leveraging my proven success in driving sales processes and improving customer acquisition.",Sales,['CRM Pro'],"{'Client Management': 4, 'Negotiation': 9}",['CRM Specialist Certification'],['Client Relationship Systems'],"['Retail', 'Manufacturing', 'Healthcare']",London,hybrid,"{'French': 'B1', 'English': 'B1'}",2025-05-20,10,5,5,1
E113,Strategy Consultant,"I am a seasoned consultant specializing in business growth and optimization, leveraging my extensive experience across manufacturing, education, and retail sectors.  My expertise lies in strategic planning, change management, and business analysis, particularly utilizing the Strategy Kit to drive impactful results.  I excel at streamlining workflows and managing projects efficiently, ensuring successful implementation of strategic initiatives and contributing significantly to client success. I'm eager to collaborate on projects requiring strong analytical and leadership advisory skills.",Consulting,['Strategy Kit'],"{'Strategic Planning': 4, 'Workflow Optimization': 7, 'Project Management': 6, 'Change Management': 9, 'Business Analysis': 9}","['PMP', 'Business Analysis Certification']",['ERP Systems Integration'],"['Manufacturing', 'Education', 'Retail']",Berlin,onsite,"{'English': 'C2', 'French': 'C2'}",2025-06-17,10,5,2,5
